Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","076","Brazil","5922","Export Value","0111","Wheat","2015","2015","1000 USD","353323","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0111","Wheat","2016","2016","t","6866327.13","I","Imputed value",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0111","Wheat","2016","2016","1000 USD","1335389","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0111","Wheat","2016","2016","t","713313.31","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5922","Export Value","0111","Wheat","2016","2016","1000 USD","115375","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0111","Wheat","2017","2017","t","6022226","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0111","Wheat","2017","2017","1000 USD","1149306","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0111","Wheat","2017","2017","t","617643.5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5922","Export Value","0111","Wheat","2017","2017","1000 USD","102808","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0111","Wheat","2018","2018","t","6817138.26","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0111","Wheat","2018","2018","1000 USD","1502383","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0111","Wheat","2018","2018","t","221248.64","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5922","Export Value","0111","Wheat","2018","2018","1000 USD","40495","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0111","Wheat","2019","2019","t","6576301.7","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0111","Wheat","2019","2019","1000 USD","1491220","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0111","Wheat","2019","2019","t","563643.06","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5922","Export Value","0111","Wheat","2019","2019","1000 USD","116593","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0111","Wheat","2020","2020","t","6159925.81","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0111","Wheat","2020","2020","1000 USD","1459354","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0111","Wheat","2020","2020","t","560878.5","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5922","Export Value","0111","Wheat","2020","2020","1000 USD","111731","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","0111","Wheat","2021","2021","t","6225072.82","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import Value","0111","Wheat","2021","2021","1000 USD","1850964","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","0111","Wheat","2021","2021","t","1129348.65","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5922","Export Value","0111","Wheat","2021","2021","1000 USD","284037","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2000","2000","t","4975026.57","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2000","2000","1000 USD","567395","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2000","2000","t","10466095","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2000","2000","1000 USD","1051816","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2001","2001","t","5317773","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2001","2001","1000 USD","683207","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2001","2001","t","6020598","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2001","2001","1000 USD","628472","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2002","2002","t","5119252","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2002","2002","1000 USD","599165","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2002","2002","t","11678007","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2002","2002","1000 USD","1167827","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2003","2003","t","5151042","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2003","2003","1000 USD","692870","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2003","2003","t","16399486","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2003","2003","1000 USD","1766848","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2004","2004","t","4942472","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2004","2004","1000 USD","832797","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2004","2004","t","2318232","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2004","2004","1000 USD","324301","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2005","2005","t","5078500","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2005","2005","1000 USD","735187","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2005","2005","t","8611048","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2005","2005","1000 USD","1096582","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2006","2006","t","5244827","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2006","2006","1000 USD","783928","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2006","2006","t","3070696","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2006","2006","1000 USD","412372","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2007","2007","t","4580889","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2007","2007","1000 USD","940424","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2007","2007","t","4916765","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2007","2007","1000 USD","874425","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2008","2008","t","4261226","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2008","2008","1000 USD","1174120","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2008","2008","t","252667","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2008","2008","1000 USD","73562","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2009","2009","t","4705263","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2009","2009","1000 USD","982866","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2009","2009","t","129617","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2009","2009","1000 USD","31733","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2010","2010","t","6612374","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2010","2010","1000 USD","1601304","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2010","2010","t","127420","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2010","2010","1000 USD","33380","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2011","2011","t","5930095","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2011","2011","1000 USD","1972788","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2011","2011","t","136123","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2011","2011","1000 USD","46593","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2012","2012","t","9587451","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2012","2012","1000 USD","3106738","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2012","2012","t","257414","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2012","2012","1000 USD","101227","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2013","2013","t","7340767","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2013","2013","1000 USD","2123728","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2013","2013","t","77714","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2013","2013","1000 USD","33241","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2014","2014","t","6825757.42","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2014","2014","1000 USD","1766062","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2014","2014","t","20253.07","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2014","2014","1000 USD","7825","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2015","2015","t","8954006.42","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2015","2015","1000 USD","1984572","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2015","2015","t","12455.43","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2015","2015","1000 USD","5907","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2016","2016","t","7406432.99","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2016","2016","1000 USD","1428104","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2016","2016","t","12248.3","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2016","2016","1000 USD","4625","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2017","2017","t","7288350.78","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2017","2017","1000 USD","1456491","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2017","2017","t","69040.41","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2017","2017","1000 USD","18537","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2018","2018","t","7721443.87","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2018","2018","1000 USD","1647182","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2018","2018","t","12203.9","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2018","2018","1000 USD","6016","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2019","2019","t","9615335.67","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2019","2019","1000 USD","2046459","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2019","2019","t","26069.32","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2019","2019","1000 USD","9827","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","15738827.6","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2020","2020","1000 USD","3384566","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2020","2020","t","2673.97","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2020","2020","1000 USD","4358","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","32705804.21","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0112","Maize (corn)","2021","2021","1000 USD","9353432","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0112","Maize (corn)","2021","2021","t","6814.98","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0112","Maize (corn)","2021","2021","1000 USD","7245","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2000","2000","t","52.53","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2000","2000","1000 USD","65","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2000","2000","t","4784","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2000","2000","1000 USD","5194","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2001","2001","t","247","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2001","2001","1000 USD","137","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2001","2001","t","11539","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2001","2001","1000 USD","12876","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2002","2002","t","172","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2002","2002","1000 USD","89","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2002","2002","t","12613","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2002","2002","1000 USD","14560","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2003","2003","t","160","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2003","2003","1000 USD","65","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2003","2003","t","12239","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2003","2003","1000 USD","11647","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2004","2004","t","335","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2004","2004","1000 USD","129","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2004","2004","t","14099","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2004","2004","1000 USD","13730","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2005","2005","t","663","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2005","2005","1000 USD","137","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2005","2005","t","13464","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2005","2005","1000 USD","13577","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2006","2006","t","1422","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2006","2006","1000 USD","236","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2006","2006","t","15848","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2006","2006","1000 USD","17710","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2007","2007","t","4520","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2007","2007","1000 USD","789","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2007","2007","t","21425","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2007","2007","1000 USD","28328","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2008","2008","t","6096","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2008","2008","1000 USD","1465","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2008","2008","t","22438","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2008","2008","1000 USD","39643","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2009","2009","t","12537","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2009","2009","1000 USD","3306","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2009","2009","t","23242","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2009","2009","1000 USD","48660","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2010","2010","t","8363","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2010","2010","1000 USD","2222","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2010","2010","t","23306","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2010","2010","1000 USD","56743","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2011","2011","t","9481","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2011","2011","1000 USD","3203","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2011","2011","t","25398","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2011","2011","1000 USD","74597","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2012","2012","t","28841","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2012","2012","1000 USD","8329","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2012","2012","t","23209","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2012","2012","1000 USD","71805","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2013","2013","t","22341","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2013","2013","1000 USD","6970","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2013","2013","t","17651","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2013","2013","1000 USD","56024","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2014","2014","t","18450.78","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2014","2014","1000 USD","6297","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2014","2014","t","20228.01","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2014","2014","1000 USD","63388","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2015","2015","t","10343","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2015","2015","1000 USD","3097","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2015","2015","t","18904.97","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2015","2015","1000 USD","59072","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2016","2016","t","12079.26","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2016","2016","1000 USD","3517","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2016","2016","t","24474.03","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2016","2016","1000 USD","75698","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2017","2017","t","18318.3","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2017","2017","1000 USD","6494","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2017","2017","t","16368.03","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2017","2017","1000 USD","55168","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2018","2018","t","18338.99","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2018","2018","1000 USD","6020","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2018","2018","t","20374.69","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2018","2018","1000 USD","69673","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2019","2019","t","23122.38","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2019","2019","1000 USD","8420","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2019","2019","t","17526.75","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2019","2019","1000 USD","63104","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2020","2020","t","27312","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2020","2020","1000 USD","11028","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2020","2020","t","22959.86","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2020","2020","1000 USD","82845","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0113","Rice","2021","2021","t","11659.84","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0113","Rice","2021","2021","1000 USD","5068","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0113","Rice","2021","2021","t","25142.89","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0113","Rice","2021","2021","1000 USD","95104","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2000","2000","t","12761326.13","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2000","2000","1000 USD","2779880","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0141","Soya beans","2000","2000","t","231122.84","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0141","Soya beans","2000","2000","1000 USD","70421","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2001","2001","t","16420930","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2001","2001","1000 USD","3393759","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0141","Soya beans","2001","2001","t","264272","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0141","Soya beans","2001","2001","1000 USD","82218","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2002","2002","t","13882237","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2002","2002","1000 USD","3029427","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0141","Soya beans","2002","2002","t","288477","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0141","Soya beans","2002","2002","1000 USD","80691","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2003","2003","t","23228660","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2003","2003","1000 USD","6090668","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0141","Soya beans","2003","2003","t","281655","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0141","Soya beans","2003","2003","1000 USD","91801","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2004","2004","t","22290166","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2004","2004","1000 USD","7695178","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0141","Soya beans","2004","2004","t","347739","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0141","Soya beans","2004","2004","1000 USD","150034","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2005","2005","t","29070624","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2005","2005","1000 USD","8498583","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0141","Soya beans","2005","2005","t","409286","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0141","Soya beans","2005","2005","1000 USD","174365","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2006","2006","t","30690082","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2006","2006","1000 USD","8136606","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0141","Soya beans","2006","2006","t","391582","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0141","Soya beans","2006","2006","1000 USD","150944","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2007","2007","t","33185354","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2007","2007","1000 USD","12366077","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","0141","Soya beans","2007","2007","t","467294","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5922","Export Value","0141","Soya beans","2007","2007","1000 USD","201473","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","0141","Soya beans","2008","2008","t","39563078","A","Official figure",""
"TCL","Crops and livestock products","159","China","5622","Import Value","0141","Soya beans","2008","2008","1000 USD","23001605","A","Official figure",""
